Headlines,Time,Description
Gasoline boosts U.S. inflation; escalating COVID-19 cases seen suppressing demand,Jul 14 2020,"U.S. consumer prices rebounded by the most in nearly eight years in June, but a resurgence in new COVID-19 cases after the reopening of businesses suggests a moderation in demand that could keep inflation muted and allow the Federal Reserve to keep injecting money into the ailing economy."
Wall Street banks see trading-revenue renaissance ending soon,Jul 14 2020,"Big swings in stock and bond markets since March have helped big Wall Street banks weather the coronavirus downturn better than they otherwise might have, but their trading-revenue gains are unlikely to last."
Boeing 737 MAX cancellations top 350 planes in first half of 2020,Jul 14 2020,"Boeing Co customers canceled orders for 355 of its 737 MAX jets in the first half of 2020, the U.S. planemaker said on Tuesday, as the damage done by the jet's grounding and the coronavirus crisis to the airline industry continued to mount."
Spotify expands to Russia and 12 other countries,Jul 14 2020,"Spotify Technology SA  on Tuesday launched its music streaming service in Russia, the fastest growing international market for music, and 12 other regions as part of its expansion strategy after breaking into India last year."
"BlackRock cast tougher climate votes, environmentalists want more",Jul 14 2020,"BlackRock Inc  released figures showing it took a tougher stance on climate matters in the springtime proxy season, though it drew criticism from environmentalists claiming the top asset manager failed to back up its recent emphasis on the area."
JPMorgan braces for loan losses as trading props up profit,Jul 14 2020,"JPMorgan Chase & Co beat Wall Street profit estimates in the second quarter due to a surge in trading revenue while setting aside a record $10.5 billion to cover future defaults, as the bank predicts the United States faces a tougher path to economic recovery."
Exclusive: Trump administration to soon end audit deal underpinning Chinese listings in U.S. - official,Jul 14 2020,"The Trump administration plans to soon scrap a 2013 agreement between U.S. and Chinese auditing authorities, a senior State Department official said, a move that could foreshadow a broader crackdown on U.S.-listed Chinese firms under fire for sidestepping American disclosure rules."
Virgin Atlantic agrees $1.5 billion rescue deal,Jul 14 2020,"Virgin Atlantic has agreed a rescue deal with shareholders and creditors worth 1.2 billion pounds ($1.5 billion) to secure its future beyond the coronavirus crisis, the British airline said on Tuesday."
India quizzing owners of banned Chinese apps over content and practices,Jul 14 2020,"Chinese companies such as TikTok-owner ByteDance have been asked by India to answer 77 questions about their apps that have been banned by New Delhi, including whether they censored content, worked on behalf of foreign governments or lobbied influencers."
Tech sell-off weighs on Europe as virus fears mount; FTSE 100 outperforms,Jul 14 2020,"European stocks were hit by a selloff in technology shares on Tuesday, as U.S. peers slumped on fears of new coronavirus restrictions, while London blue-chips outperformed on a boost for the telecoms and energy sectors."
VW to shift centre of software development to Audi,Jul 14 2020,"Volkswagen  will shift leadership for software development to the company's premium Audi division in Ingolstadt, Bavaria, Herbert Diess, chief executive of the multi-brand group said on Tuesday."
"Crowded trade, high valuations: why investors worry about tech stocks",Jul 14 2020,Some investors are getting increasingly worried about the outlook for technology and big growth stocks after a massive rally which has pushed the Nasdaq Composite index to record highs despite the coronavirus-inflicted economic damage.
"UK's Huawei block protects its security, trade and rights-U.S. envoy",Jul 14 2020,"Britain's decision to ban China's Huawei from its 5G mobile networks was welcomed by the U.S  ambassador to the country, Woody Johnson, who said it was a win for fair trade and human rights."
"In New York's Harlem, small businesses reel from coronavirus toll on Black communities",Jul 14 2020,"Sylvia's, a soul food restaurant on Malcolm X Boulevard in Harlem, New York, saw a welcome bump in donations and revenue from new customers in early June following calls to ""buy Black"" after the death of George Floyd."
U.S. air passengers fell 89% in May amid coronavirus pandemic,Jul 14 2020,"U.S. airlines carried 89% fewer passengers in May compared with last year, a massive decline that is still better than a historic low in April amid the coronavirus pandemic, the U.S. Transportation Department said Tuesday."
Comcast bets on ads with launch of Peacock streaming service,Jul 14 2020,"Comcast-owned NBCUniversal will enter a crowded streaming market on Wednesday when it launches its Peacock streaming service nationally, offering 20,000 hours of content, including NBC shows such as ""30 Rock,"" ""Cheers"" and ""Saturday Night Live."""
UK bans Huawei from its 5G network: reaction,Jul 14 2020,"Prime Minister Boris Johnson has ordered Huawei equipment to be purged completely from Britain's 5G network by 2027, risking the ire of China by signalling that the world's biggest telecoms equipment maker is no longer welcome in the West."
German court bans Tesla ad statements related to autonomous driving,Jul 14 2020,"Germany has banned Tesla from repeating what a court says are misleading advertising statements relating to the capabilities of the firm's driver assistance systems and to autonomous driving, a Munich judge ruled on Tuesday."
Trading gains shield Citi as bad loan provisions surge,Jul 14 2020,"Citigroup Inc on Tuesday posted a 73% plunge in quarterly profit, as the bank set aside nearly $8 billion to brace itself for a potential surge in loan defaults stemming from the COVID-19 pandemic."
Big U.S. banks predict more economic pain from coronavirus,Jul 14 2020,"Three of the largest U.S. banks said on Tuesday they had set aside a whopping $28 billion for loan losses, in a stark reminder that much of the economic pain from the coronavirus pandemic is still to come."
"As Britain bans Huawei, U.S. pressure mounts on Europe to follow suit",Jul 14 2020,Britain's decision to ban China's Huawei from its 5G network increases further pressure on EU countries to impose stricter limits on the world's largest telecoms equipment maker just as the company expands its footprint across Europe.
India's Flipkart to raise $1.2 billion in Walmart-led funding,Jul 14 2020,"Flipkart will raise $1.2 billion in funding led by majority owner Walmart Inc , the Indian e-commerce firm said on Tuesday, as it looks to compete better with Amazon.com Inc  in a coronavirus-hit market."
Exclusive: Huawei hid business operation in Iran after Reuters reported links to CFO,Jul 14 2020,"China's Huawei Technologies acted to cover up its relationship with a firm that had tried to sell prohibited U.S. computer gear to Iran, after Reuters in 2013 reported deep links between the firm and the telecom-equipment giant's chief financial officer, newly obtained internal Huawei documents show."
Amazon tests primary healthcare program for employees,Jul 14 2020,Amazon.com Inc  said on Tuesday it launched a pilot healthcare program for its employees and their families to provide primary services such as vaccination and physical therapy.
15 U.S. states to jointly work to advance electric heavy-duty trucks,Jul 14 2020,A group of 15 U.S. states and the District of Columbia on Tuesday unveiled a joint memorandum of understanding aimed at boosting the market for electric medium- and heavy-duty vehicles and phasing out diesel-powered trucks by 2050.
UK economy limps out of COVID-19 slump as dire 2020 unfolds,Jul 14 2020,"Britain's economy stumbled out of its coronavirus-induced slump in May, dashing hopes of a swift rebound as government budget forecasters said it was on course for its worst year since pre-industrial times."
Ryanair to cut back Irish schedule over 'defective' quarantine,Jul 14 2020,"Ryanair  on Tuesday announced it was cutting 1,000 flights serving its home Irish market in August and September, citing a 14-day quarantine it said was doing ""unrecoverable damage"" to the country's tourist industry."
Huawei says 'disappointing' ban will put UK in the digital slow lane,Jul 14 2020,Huawei said Britain's "disappointing" decision to ban the use of its equipment in its 5G networks was "bad news for anyone in the UK with a mobile phone" and threatened to put the country into the digital slow lane.
UK says Canada has a similar Huawei analysis to UK,Jul 14 2020,Britain's digital minister said that Canada had a similar type of analysis to that done by the United Kingdom which on Tuesday said it would ban Huawei equipment from the 5G network by 2027.
UK's BT says it will analyse cost and impact of Huawei ban,Jul 14 2020,"BT , Britain's biggest mobile and fixed-line operator, said it would analyse the details of the ban on its supplier Huawei in terms of the costs and impact on its business."
UK firms rethink FX hedging as coronavirus and Brexit fog outlook,Jul 14 2020,"Coronavirus and the end-2020 Brexit deadline have left UK firms facing historic uncertainties, prompting many to find more flexible ways to protect their foreign exchange exposure -- even if these come at a higher initial cost."
"India's tech hub, other towns back in lockdown amid COVID-19 surge",Jul 14 2020,"India's high-tech hub of Bengaluru will go back into a coronavirus lockdown for a week on Tuesday after a surge of infections, threatening to derail government efforts to revive a stuttering economy."
"How to read U.S. economic data, without the spin",Jul 14 2020,"As the United States gears up for presidential, congressional and local elections in November, the country's economy is also on a rollercoaster ride."
"Bill Gross predicts value outperforms growth, based on rates correlation",Jul 14 2020,"Billionaire investor Bill Gross is predicting that value stocks like IBM  and Altria Group  are likely to fare better than growth stocks like Apple  or Amazon.com  in the near term, due to a correlation with real interest rates."
"India's Bharti Airtel, Verizon tie up on video-conferencing tool",Jul 14 2020,"Bharti Airtel Ltd  is partnering with Verizon Communications Inc's  BlueJeans to launch a business-focused video conferencing tool, the Indian wireless carrier said on Tuesday."
UK to ban Huawei from 5G network,Jul 14 2020,"Prime Minister Boris Johnson's government will ban Huawei from Britain's 5G network by ordering telecoms companies to remove its equipment by 2027, Media Secretary Oliver Dowden said on Tuesday."
Google offers data pledge in bid to win EU okay for Fitbit buy,Jul 14 2020,"Alphabet Inc's  Google has offered not to use health data of fitness tracker company Fitbit to help it target ads in an attempt to address EU antitrust concerns about its proposed $2.1 billion acquisition, the U.S. tech company said late on Monday."
TikTok's U.S. users prepare for life without the video app,Jul 14 2020,"Ty Gibson, 20, of Greensboro, North Carolina, brushed off speculation last week on TikTok that his favorite video sharing platform was going to be banned."
"Investors seek more euro exposure, expect a choppy summer: BofA",Jul 14 2020,"Global fund managers said the euro was cheap and they were seeking more exposure to it and European equities on the back of a massive fiscal stimulus plan, a Bank of America survey showed on Tuesday."
Virgin Atlantic to clinch $1.5 billion rescue deal: Sky News,Jul 14 2020,"British airline Virgin Atlantic is close to securing a 1.2 billion pound ($1.5 billion) rescue deal, Sky News reported on Tuesday, removing the medium-term chance of administration as a result of the coronavirus crisis."
"Prominent Democrats press Fed, Treasury to aid states, citing racial inequality",Jul 14 2020,"With the Republican-controlled U.S. Congress far from agreement on how or even whether to give more aid to states and cities reeling from revenue losses during the coronavirus crisis, three U.S. Senate Democrats are appealing to the U.S. Treasury and the Federal Reserve to do more to help."
"Niche U.S. finance firms grease global trade of masks, gloves",Jul 14 2020,"From specialty finance firms to boutique investment banks, a disparate mix of small financiers is bankrolling a U.S. gold rush for masks, gloves and other supplies in the wake of the novel coronavirus."
Factbox: Huawei's involvement in telecoms networks around the world,Jul 14 2020,"Prime Minister Boris Johnson is set to ban Huawei Technologies Co from Britain's 5G network on Tuesday, angering China but delighting U.S. President Donald Trump by signalling that the world's biggest telecoms equipment maker is no longer welcome in the West."
"UK economy could shrink 14% this year, budget forecasters say",Jul 14 2020,"Britain's economy could shrink by more than 14% this year if there is lasting damage from the coronavirus, a scenario that would push government borrowing to nearly half a trillion dollars, budget forecasters said on Tuesday."
John Browne steps down as Huawei UK chairman ahead of government ban,Jul 14 2020,Former BP chief John Browne is stepping down as chairman of Huawei's UK operation ahead of the British government banning the Chinese company from the country's 5G networks later on Tuesday.
"Google in talks to invest $4 billion in Reliance's digital arm, Bloomberg reports",Jul 14 2020,"Alphabet Inc's Google is in advanced talks to invest $4 billion for a stake in the digital arm of Indian conglomerate Reliance Industries Ltd, Bloomberg reported on Tuesday, citing people familiar with the matter."
Thailand gears up for motor show as pandemic restrictions ease,Jul 14 2020,"Thailand's capital on Tuesday prepared to host its twice-postponed annual auto show, with organizers saying it would showcase the country's success in containing the coronavirus."
Demand for UK COVID loans and jobs plan flattens out: Treasury data,Jul 14 2020,"Demand for emergency coronavirus loans backed by the British government and for its huge job retention programme has further flattened out, finance ministry figures showed on Tuesday."
Euro zone industry output recovers less than expected,Jul 14 2020,"Euro zone industrial production rose in May, official estimates showed on Tuesday, but the recovery from lockdown-induced record declines March and April was lower than expected and far from offsetting past drops."
"Faced with COVID-19, highest number of Australians tap retirement funds since April",Jul 14 2020,"Australians asked to pull out more than A$5 billion ($3.5 billion) from their pension funds in the first week of July, the highest since the government granted early access to retirement savings to support a coronavirus-hit economy."
"China posts first import growth since pandemic, exports also up",Jul 14 2020,"China's imports in June rose for the first time since the coronavirus crisis paralysed the economy, as government stimulus stoked demand for commodities, while exports, fuelled by medical goods, also rose in a sign the recovery is gaining traction."
Chongqing city district says it discussed projects with Tesla,Jul 14 2020,"U.S. automaker Tesla Inc  has met with officials from a district in the city of Chongqing in southwestern China to discuss ""accelerating projects"", the Liangjiang New Area said on Tuesday."
"Euro zone banks expect to tighten access to credit in third quarter, ECB says",Jul 14 2020,"Euro zone banks maintained relatively easy access to credit for firms in the second quarter with the backing of government guarantees, but they will likely tighten credit standards in the following three months, the European Central Bank said on Tuesday."
Nokia rolls out software upgrade to 5G,Jul 14 2020,Finnish telecoms equipment maker Nokia launched software on Tuesday that enables mobile operators to upgrade their 4G radio stations to new 5G technology without a site visit or replacing equipment.
"A third of British company audits failed quality test, watchdog says",Jul 14 2020,"A third of company audits by Britain's leading accounting firms failed a quality test, the country's accounting watchdog said on Tuesday, piling further pressure on a sector already being questioned over its competence."
Volkswagen-SAIC JV to revamp Shanghai plants to make Audi sedans: government document,Jul 14 2020,"Volkswagen AG  and its Chinese joint venture partner SAIC Motor  plan to invest 4.13 billion yuan ($590 million) to revamp their car plants in Shanghai to make new Audi sedans, according to a government document seen by Reuters."
"China's economy seen growing 2.5% in second quarter as lockdowns end, stimulus kicks in: Reuters poll",Jul 14 2020,"China's economy likely returned to modest growth in the second quarter after a record contraction, as lockdown measures ended and policymakers announced more stimulus to combat the shock from the coronavirus crisis, according to a Reuters poll."
Hedge fund manager Singh calls Trump's handling of coronavirus 'an incredible gift',Jul 14 2020,"President Donald Trump's handling of the coronavirus outbreak early this year was ""an incredible gift"" for investors because it kept markets stable long enough for some to protect their portfolios, Axon Capital co-founder Dinakar Singh told investors this month."
"Hyundai Motor Group head says Hyundai, Kia to sell one million EVs in 2025",Jul 14 2020,"Hyundai Motor Group leader Euisun Chung said on Tuesday flagship Hyundai Motor  and sister company Kia Motors  aim to sell 1 million electric vehicles (EVs) in 2025, together targeting over 10% of global market share of EVs."
Garuda Indonesia talking to Airbus to delay 2020 deliveries,Jul 14 2020,"Flag carrier Garuda Indonesia  is in talks with Airbus  to delay deliveries of four aircraft this year, its chief executive said on Tuesday, as the coronavirus outbreak restricts travel and dampens demand."
"Delta may avoid furloughs after demand for buyouts, other U.S. airlines sound alarm",Jul 14 2020,"Delta Air Lines may be able to avoid involuntary furloughs in the fall after receiving interest from more than 15,000 employees for early buyout packages, one person with knowledge of the matter said, even as other U.S. airlines are sounding the alarm on jobs."
Singapore and Malaysia to reopen business travel next month,Jul 14 2020,"Singapore and Malaysia are to resume essential business and official travel between their countries, they said on Tuesday, letting people cross their border for the first time since most movements were suspended because of the coronavirus in March."
"China eases Macau border restrictions, shares in casino operators jump",Jul 14 2020,"China has loosened coronavirus-related border restrictions between Macau and the neighbouring coastal province of Guangdong, sending shares of Macau casino operators surging on hopes of a quick pickup in demand."
First companies obtain regulatory approval for IPOs under new ChiNext system,Jul 13 2020,"Three Chinese companies have become the first to obtain regulatory approval to publicly list on Shenzhen's start-up board ChiNext, after a recent reform aimed at fast-tracking initial public offerings (IPOs)."
"China June exports unexpectedly rise 0.5% year-on-year, imports up 2.7%",Jul 13 2020,"China's exports in June unexpectedly rose 0.5% from a year earlier, and imports increased 2.7%, customs data showed on Tuesday."
"China's first-half exports to U.S. down 8.1% year-on-year, imports fall 1.5%",Jul 13 2020,"China's exports to the United States fell by 8.1% in the first half from the same period a year earlier while imports from the U.S. declined 1.5%, customs spokesman Li Kuiwen told reporters on Tuesday."
Bridgewater Associates found to have 'manufactured' false evidence against ex-employees,Jul 13 2020,Hedge fund Bridgewater Associates was found by a panel of arbitrators to have "manufactured false evidence" in a case in which the company attempted to prove that its former employees had stolen trade secrets.
Delta may avoid furloughs thanks to demand for early exit deal,Jul 13 2020,"Delta Air Lines  may be able to avoid involuntary furloughs in the fall after receiving interest from more than 15,000 employees for early exit deals, one person with knowledge of the matter said."
U.S. Senate to begin debate on new coronavirus bill next week: McConnell,Jul 13 2020,"The U.S. Senate will begin debate next week on a fifth coronavirus-response bill, Senate Majority Leader Mitch McConnell said on Monday, as he forecast tough negotiations with Democrats who are seeking broader aid than Republicans."
Yum's KFC closes dining rooms at company-owned restaurants in Florida,Jul 13 2020,"The fried chicken chain KFC has closed dining rooms in corporate-owned stores in Florida because of the escalation in coronavirus cases in the state, according to a letter seen by Reuters."
California's new lockdown dims outlook for U.S. growth in pandemic,Jul 13 2020,"California Governor Gavin Newsom's decision Monday to reimpose restrictions on bars, restaurants, gyms and even ordinary office work to tamp down a surge of coronavirus infections is dimming economic growth prospects for the nation as a whole."
Chipmaker Analog Devices to buy rival Maxim for about $21 billion,Jul 13 2020,"Semiconductor maker Analog Devices Inc  said on Monday it would buy rival Maxim Integrated Products Inc  for about $21 billion in the largest U.S. deal this year, aimed at boosting its market share in automotive and 5G chipmaking."
Australia's scandal-hit Westpac names KPMG partner as CFO,Jul 13 2020,"Westpac Banking Corp  on Tuesday named KPMG partner Michael Rowland as its chief financial officer, filing the last of its top three positions with permanent appointees more than six months after facing a major money-laundering scandal."
American Airlines emphasizes mask rules after photo of Texas senator emerges,Jul 13 2020,American Airlines  said on Monday it had reached out to U.S. Senator Ted Cruz after a photo of the Texas Republican without a mask aboard an airplane was posted on a social media site.
S&P 500 and Nasdaq end lower after sharp drop in tech titans,Jul 13 2020,"The S&P 500 and Nasdaq ended lower on Monday, pulled down by Amazon, Microsoft and other recent big-name leaders of Wall Street's recent rally."
"Equities reverse after hitting five-month peak, bonds edge higher",Jul 13 2020,"World equity benchmarks reversed course after hitting a five-month peak on Monday while safe-haven U.S. government bonds and gold gained, as optimism about a global economic recovery was overtaken by renewed fears amid record numbers of new coronavirus cases in the U.S."
"Oil slips on surge in COVID-19 infections, U.S.-China tension",Jul 13 2020,"Oil prices slipped about 1% on Monday after global coronavirus cases rose by a record daily amount, fanning fears of renewed government lockdowns, and on growing U.S. and European tension with China."
Tesla taps brake on massive stock rally,Jul 13 2020,"Shares of Tesla ended down 3.1% on Monday, tapping the brakes on a rally that has boosted the electric car maker's stock by over 40% in two weeks."
SoftBank Group explores options for chip designer Arm Holdings: WSJ,Jul 13 2020,"SoftBank Group Corp  is exploring options including a full or partial sale or public offering of British chip designer Arm Holdings, the Wall Street Journal reported on Monday."
"Amid pandemic, wealthy U.S. families approved for government loans",Jul 13 2020,"Private investment firms that manage the fortunes of wealthy individuals and their kin were approved for millions of dollars in taxpayer-funded relief loans designed to help small businesses weather the coronavirus lockdown, according to a review of recently released government data."
"Luckin Coffee ousts chairman Lu, names Guo as CEO",Jul 13 2020,"Luckin Coffee Inc  has ousted co-founder and chairman Charles Zhengyao Lu and replaced him with Jinyi Guo, who will also be the chief executive officer, the embattled coffee chain disclosed on Monday."
Electric car maker Fisker to go public through SPAC deal at $2.9 billion valuation,Jul 13 2020,"Electric car maker Fisker will go public through a merger with a blank-check company backed by alternative investment manager Apollo Global Management Inc at a valuation of $2.9 billion, the companies said on Monday."
"Dollar stabilizes ahead of earnings, U.S. consumer data",Jul 13 2020,The dollar edged lower on Monday as investors looked to U.S. corporate earnings and upcoming retail data to gauge whether guarded optimism on the economic outlook was justified.
British pilot union to hold confidence vote in easyJet COO,Jul 13 2020,"EasyJet's  new chief operating officer, Peter Bellew, will face a vote of confidence from pilots this week, the British Airline Pilots Association (BALPA) said on Monday."
American Airlines preparing to send furlough warnings this week,Jul 13 2020,"American Airlines  is preparing to send notices of potential furloughs, as well as early retirement packages to encourage voluntary departures, to its workers later this week, two people familiar with the matter said."
Apple says full return to offices not until the end of the year: Bloomberg News,Jul 13 2020,"Apple Inc  has told its staff that a full return to U.S. offices will not occur before the end of the year, Bloomberg News reported on Monday, citing an internal video message."
Tesla slashes Model Y SUV price as pandemic weighs on auto sector,Jul 13 2020,"Tesla Inc  cut the price of its sport utility vehicle Model Y by $3,000, just four months after its launch, as the U.S. electric carmaker seeks to maintain sales momentum in the COVID-19 pandemic."
U.S. June deficit surges to $864 billion,Jul 13 2020,"The U.S. federal budget deficit in June surged to $864 billion from single digits a year earlier amid continued strong spending on coronavirus relief programs and a drop in individual and corporate tax receipts, the Treasury Department said on Monday."
"EU top court to rule in landmark Facebook, Schrems privacy case",Jul 13 2020,"Europe's top court will on Thursday rule on the legality of tools companies use to transfer Europeans' data around the world, in the latest clash between Facebook and Austrian privacy activist Max Schrems."
U.S. consumers more secure about jobs but earnings expectations drop: New York Fed survey,Jul 13 2020,"U.S. consumers are more optimistic that the worst of the economic crisis sparked by the coronavirus pandemic is behind them, but are still concerned about their earnings and their ability to find new jobs if they become unemployed, according to a survey released on Monday by the New York Federal Reserve."
"European stocks gain on vaccine, stimulus hopes; earnings eyed",Jul 13 2020,"European shares rose on Monday as progress on a possible COVID-19 vaccine, some upbeat earnings reports and stimulus talks fed into hopes of an economic recovery from the coronavirus-induced downturn."
Disney to shut Hong Kong Disneyland again as coronavirus cases rise,Jul 13 2020,"Walt Disney Co  is temporarily closing its Hong Kong Disneyland theme park from July 15 amid rising coronavirus cases in the Chinese-ruled city, the company said Monday."
Alphabet's Google commits $10 billion to accelerate digitization in India,Jul 13 2020,"Alphabet Inc's Google on Monday said it would spend around $10 billion in India over the next five to seven years through equity investments and tie-ups, marking its biggest commitment to a key growth market."
"Britain set to ban Huawei from 5G, though timescale unclear",Jul 13 2020,Prime Minister Boris Johnson is set to ban Huawei from Britain's 5G network in a landmark decision that will anger Beijing but win plaudits from President Donald Trump as the United States grapples with China's rising economic and technological clout.
Ackman's blank check company raises IPO target to $4 billion,Jul 13 2020,"Pershing Square Tontine Holdings Ltd, the blank check company backed by billionaire investor Bill Ackman, has increased the size of its initial public offering by $1 billion to $4 billion, the largest ever IPO by a special purpose acquisition company."
NY Fed's Williams says timeline for ending Libor is unchanged by pandemic,Jul 13 2020,"The global pandemic that roiled markets in the spring and disrupted daily life across the world is not delaying financial regulators' plans to ditch Libor, an interest rate benchmark that was tainted with scandal after banks rigged it for years, New York Federal Reserve Bank President John Williams said on Monday."
Accused Ghosn escape plotters too much flight risk for bail: U.S. judge,Jul 13 2020,"(This June 7 story, refiles to correct date in final paragraph to July 28)"
Brazil's offshore oil workers chilled by coronavirus outbreaks,Jul 13 2020,"On Friday, May 1, two workers on the PXA-1 offshore platform  owned by Brazil's state-run oil company Petrobras checked into the facility's infirmary complaining of headaches and fever-like symptoms."
C$ rallies along with stocks; BoC decision due Wednesday,Jul 13 2020,"The Canadian dollar strengthened against its U.S. counterpart on Monday as stock markets globally climbed and ahead of an interest rate decision this week from the Bank of Canada, with the loonie recovering from a 10-day low on Friday."
"Alibaba's Jack Ma sells $8.2 billion worth shares, stake dips to 4.8%: filing",Jul 13 2020,"Alibaba Group Holding Ltd co-founder Jack Ma has cut his stake in the company over the past year to 4.8% from 6.2%, cashing out around $8.2 billion at its current share price, the firm's annual filing released on Friday showed."
AMC reaches agreement with bondholders to reduce debt by up to $630 million,Jul 13 2020,"AMC Entertainment Holdings Inc said on Monday it had reached an agreement with bondholders to reduce its debt by up to $630 million, as the theater industry suffers from the impact of COVID-19 pandemic."
Ubisoft shares sink after misconduct review,Jul 13 2020,Ubisoft  shares dropped 9% on Monday after the French video games group said over the weekend that three senior managers were leaving the company following a review into allegations of inappropriate behaviour.
UK government to make Huawei statement on Tuesday,Jul 13 2020,"British minister Oliver Dowden will make a statement to parliament on Huawei some time after 1130 GMT on Tuesday, the opposition Labour Party said on Twitter."
Diageo to launch Johnnie Walker whisky in paper bottles in 2021,Jul 13 2020,"Johnnie Walker scotch whisky will be available in plastic-free bottles from early 2021, Diageo Plc said on Monday, as the world's biggest spirits maker ramps up efforts to tackle plastic waste."
"Google supports OECD engagement on digital taxes, CEO Pichai says",Jul 13 2020,"Alphabet Inc's  Google supports a multilateral solution for taxing digital services that is under discussion by the Organisation for Economic Cooperation and Development (OECD), its chief executive Sundar Pichai told Reuters in an interview."
Did Uncle Sam's virus aid help your credit score? Don't count on a loan,Jul 13 2020,"Rachel Levine, a New York-based office furniture saleswoman, lost her job in late March without any notice or severance pay when the coronavirus outbreak shut down most of the city. The married, 44-year-old mom is still out of work, unsure when or whether she will return to her previous job."
Exclusive: U.S. turns screws on maritime industry to cut off Venezuela's oil,Jul 13 2020,Several companies that certify vessels are seaworthy and ship insurers have withdrawn services to tankers involved in the Venezuelan oil trade as the United States targets the maritime industry to tighten sanctions on the Latin American country.
Russia keeps U.S. fuel oil exports high as Washington seeks to replace Venezuelan barrels,Jul 13 2020,"Russia kept fuel oil exports to the United States close to its record-highs in the first six months of this year, as Washington looks to replace the heavy Venezuelan barrels it stopped buying a year ago, traders said and data showed."
Apple to spend more than $400 million of $2.5 billion California housing fund this year,Jul 13 2020,Apple Inc on Monday said it has allocated more than $400 million of $2.5 billion it pledged last year to stem California's housing crisis.
From planes to PPE: Abu Dhabi aerospace emblem Strata chases new markets,Jul 13 2020,"Aerospace supplier Strata Manufacturing, a key player in efforts by oil producer Abu Dhabi to diversify into high-tech manufacturing, is chasing new income at a time of uncertainty about demand for plane parts."
"UK trade fair industry warns 30,000 jobs at risk as events yet to resume",Jul 13 2020,"Around 30,000 jobs in Britain's events industry are at risk due to increased uncertainty about when trade fairs and exhibitions could resume in the UK, an industry body representing event organisers, venues and suppliers warned on Monday."
Barclays gets capital boost ahead of potential coronavirus loan losses,Jul 13 2020,"Barclays  told investors on Monday that recent regulatory changes had boosted its core capital, giving the British bank a bigger buffer to absorb any further loan losses during the coronavirus crisis."
"Daimler talks with workers heat up, with 15,000 jobs at risk",Jul 13 2020,"Labour representatives at German carmaker Daimler  said on Monday that discussions with management over cost cuts had become ""rougher"", after a board member said over the weekend that more than 15,000 jobs were at risk."
"UK will place priority on national security in Huawei decision, minister says",Jul 13 2020,"Britain will place a ""huge priority"" on national security when considering Chinese telecoms firm Huawei's role in the country's 5G network, justice minister Robert Buckland said on Monday."
PepsiCo's results beat as lockdowns boost snack sales,Jul 13 2020,"PepsiCo Inc  beat analysts' estimates for quarterly revenue and profit on Monday, as people stocked up on its snacks including Tostitos, Cheetos and Doritos before hunkering down in their homes due to coronavirus-related restrictions."
Ex-Nissan boss Ghosn says helping everyone who stood by him,Jul 13 2020,"Former Nissan Motor chairman Carlos Ghosn is helping everyone who stood by him, he said in an interview broadcast on Saturday, though he declined to comment on cases of people accused of helping him flee to Lebanon from Japan."
Federal Reserve's $3 trillion virus rescue inflates market bubbles,Jul 13 2020,The Federal Reserve's $3 trillion bid to stave off an economic crisis in the wake of the coronavirus outbreak is fuelling excesses across U.S. capital markets.
"EU should draw up list of medicines to be produced in Europe, says German health minister",Jul 13 2020,"The European Union should draw up a list of active substances used in medicines whose production should be brought back to Europe to reduce dependency on China, German Health Minister Jens Spahn said on Monday."
NIBC agrees to Blackstone's reduced takeover offer,Jul 13 2020,"NIBC  has agreed to a proposed takeover by Blackstone , the Dutch bank said on Monday, despite the U.S. private equity firm lowering its bid in light of the COVID-19 pandemic."
Life after Zoom: corporate travel agents plot safe return to business trips,Jul 13 2020,Corporate travel agents are using the coronavirus-induced lull in bookings to work with companies on how to get their staff out of Zoom videoconferences and safely back in the air.
"Pause, reflect: Five questions for the ECB",Jul 13 2020,"For the first time in months, the European Central Bank has reason to break from crisis-fighting mode -- economic activity is picking up after the COVID-19 hit, markets are stable and agreement on an European recovery fund appears close."
Macau junket Suncity gives rare details VIP finances in rebuttal of online criticism,Jul 13 2020,"Macau's biggest junket operator Suncity, which operates VIP gambling rooms across Asia, has given rare insight into its balance sheet during a rebuttal of online criticism, saying it is financially robust and not the target of law enforcement."
"China's export slump to ease in June as economies reopen, imports fall less: Reuters poll",Jul 13 2020,"The slump in China's exports likely eased in June as some countries reopened their economies, while imports contracted less sharply on higher crude oil and commodities purchases, a Reuters poll showed on Monday."
'Let's get going': UK tells businesses to prepare for Brexit crunch,Jul 12 2020,Britain is urging businesses and individuals to prepare for the Dec. 31 end of the Brexit transition period with an information campaign titled: "The UK's new start: let's get going."
Oil slips as traders eye supply cut easing at OPEC meeting,Jul 12 2020,Oil slipped in early Asian trade on Monday as traders eyed an OPEC technical meeting this week which is expected to recommend an easing in supply cuts that have been propping up crude prices.
Coronavirus bringing record $1 trillion of new global corporate debt in 2020: report,Jul 12 2020,"Companies around the world will take on as much as $1 trillion of new debt in 2020, as they try to shore up their finances against the coronavirus, a new study of 900 top firms has estimated."
Hedge fund Chatham's bid wins auction for Miami Herald publisher McClatchy,Jul 12 2020,"Hedge fund Chatham Asset Management's bid succeeded in a court-supervised auction for bankrupt news publisher McClatchy Co , the news company said on Sunday."
